L1;1;06:00;
L1;1;06:30;
L1;1;07:00;
L1;1;07:30;
L1;1;08:00;
L1;1;08:30;
L1;1;09:00;
L1;1;09:30;
L1;1;10:00;
L1;1;10:30;
L1;1;11:00;
L1;1;11:30;
L1;1;12:00;
L1;1;12:30;
L1;1;13:00;
L1;1;13:30;
L1;1;14:00;
L1;1;14:30;
L1;1;15:00;
L1;1;15:30;
L1;1;16:00;
L1;1;16:30;
L1;1;17:00;
L1;1;17:30;
L1;1;18:00;
L1;1;18:30;
L1;1;19:00;
L1;1;19:30;
L1;1;20:00;
L1;1;20:30;
L1;1;21:00;
L1;1;21:30;
L1;1;22:00;
L1;2;06:00;
L1;2;06:30;
L1;2;07:00;
L1;2;07:30;
L1;2;08:00;
L1;2;08:30;
L1;2;09:00;
L1;2;09:30;
L1;2;10:00;
L1;2;10:30;
L1;2;11:00;
L1;2;11:30;
L1;2;12:00;
L1;2;12:30;
L1;2;13:00;
L1;2;13:30;
L1;2;14:00;
L1;2;14:30;
L1;2;15:00;
L1;2;15:30;
L1;2;16:00;
L1;2;16:30;
L1;2;17:00;
L1;2;17:30;
L1;2;18:00;
L1;2;18:30;
L1;2;19:00;
L1;2;19:30;
L1;2;20:00;
L1;2;20:30;
L1;2;21:00;
L1;2;21:30;
L1;2;22:00;
L1;3;06:00;
L1;3;06:30;
L1;3;07:00;
L1;3;07:30;
L1;3;08:00;
L1;3;08:30;
L1;3;09:00;
L1;3;09:30;
L1;3;10:00;
L1;3;10:30;
L1;3;11:00;
L1;3;11:30;
L1;3;12:00;
L1;3;12:30;
L1;3;13:00;
L1;3;13:30;
L1;3;14:00;
L1;3;14:30;
L1;3;15:00;
L1;3;15:30;
L1;3;16:00;
L1;3;16:30;
L1;3;17:00;
L1;3;17:30;
L1;3;18:00;
L1;3;18:30;
L1;3;19:00;
L1;3;19:30;
L1;3;20:00;
L1;3;20:30;
L1;3;21:00;
L1;3;21:30;
L1;3;22:00;
L1;4;06:00;
L1;4;06:30;
L1;4;07:00;
L1;4;07:30;
L1;4;08:00;
L1;4;08:30;
L1;4;09:00;
L1;4;09:30;
L1;4;10:00;
L1;4;10:30;
L1;4;11:00;
L1;4;11:30;
L1;4;12:00;
L1;4;12:30;
L1;4;13:00;
L1;4;13:30;
L1;4;14:00;
L1;4;14:30;
L1;4;15:00;
L1;4;15:30;
L1;4;16:00;
L1;4;16:30;
L1;4;17:00;
L1;4;17:30;
L1;4;18:00;
L1;4;18:30;
L1;4;19:00;
L1;4;19:30;
L1;4;20:00;
L1;4;20:30;
L1;4;21:00;
L1;4;21:30;
L1;4;22:00;
L1;5;06:00;
L1;5;06:30;
L1;5;07:00;
L1;5;07:30;
L1;5;08:00;
L1;5;08:30;
L1;5;09:00;
L1;5;09:30;
L1;5;10:00;
L1;5;10:30;
L1;5;11:00;
L1;5;11:30;
L1;5;12:00;
L1;5;12:30;
L1;5;13:00;
L1;5;13:30;
L1;5;14:00;
L1;5;14:30;
L1;5;15:00;
L1;5;15:30;
L1;5;16:00;
L1;5;16:30;
L1;5;17:00;
L1;5;17:30;
L1;5;18:00;
L1;5;18:30;
L1;5;19:00;
L1;5;19:30;
L1;5;20:00;
L1;5;20:30;
L1;5;21:00;
L1;5;21:30;
L1;5;22:00;
L1;6;06:00;
L1;6;06:45;
L1;6;07:30;
L1;6;08:15;
L1;6;09:00;
L1;6;09:45;
L1;6;10:30;
L1;6;11:15;
L1;6;12:00;
L1;6;12:45;
L1;6;13:30;
L1;6;14:15;
L1;6;15:00;
L1;6;15:45;
L1;6;16:30;
L1;6;17:15;
L1;6;18:00;
L1;6;18:45;
L1;6;19:30;
L1;6;20:15;
L1;6;21:00;
L1;6;21:45;
L1;7;06:00;
L1;7;07:00;
L1;7;08:00;
L1;7;09:00;
L1;7;10:00;
L1;7;11:00;
L1;7;12:00;
L1;7;13:00;
L1;7;14:00;
L1;7;15:00;
L1;7;16:00;
L1;7;17:00;
L1;7;18:00;
L1;7;19:00;
L1;7;20:00;
L1;7;21:00;
L1;7;22:00;
L2;1;06:05;
L2;1;06:25;
L2;1;06:45;
L2;1;07:05;
L2;1;07:25;
L2;1;07:45;
L2;1;08:05;
L2;1;08:25;
L2;1;08:45;
L2;1;09:05;
L2;1;09:25;
L2;1;09:45;
L2;1;10:05;
L2;1;10:25;
L2;1;10:45;
L2;1;11:05;
L2;1;11:25;
L2;1;11:45;
L2;1;12:05;
L2;1;12:25;
L2;1;12:45;
L2;1;13:05;
L2;1;13:25;
L2;1;13:45;
L2;1;14:05;
L2;1;14:25;
L2;1;14:45;
L2;1;15:05;
L2;1;15:25;
L2;1;15:45;
L2;1;16:05;
L2;1;16:25;
L2;1;16:45;
L2;1;17:05;
L2;1;17:25;
L2;1;17:45;
L2;1;18:05;
L2;1;18:25;
L2;1;18:45;
L2;1;19:05;
L2;1;19:25;
L2;1;19:45;
L2;1;20:05;
L2;1;20:25;
L2;1;20:45;
L2;1;21:05;
L2;1;21:25;
L2;1;21:45;
L2;1;22:05;
L2;2;06:05;
L2;2;06:25;
L2;2;06:45;
L2;2;07:05;
L2;2;07:25;
L2;2;07:45;
L2;2;08:05;
L2;2;08:25;
L2;2;08:45;
L2;2;09:05;
L2;2;09:25;
L2;2;09:45;
L2;2;10:05;
L2;2;10:25;
L2;2;10:45;
L2;2;11:05;
L2;2;11:25;
L2;2;11:45;
L2;2;12:05;
L2;2;12:25;
L2;2;12:45;
L2;2;13:05;
L2;2;13:25;
L2;2;13:45;
L2;2;14:05;
L2;2;14:25;
L2;2;14:45;
L2;2;15:05;
L2;2;15:25;
L2;2;15:45;
L2;2;16:05;
L2;2;16:25;
L2;2;16:45;
L2;2;17:05;
L2;2;17:25;
L2;2;17:45;
L2;2;18:05;
L2;2;18:25;
L2;2;18:45;
L2;2;19:05;
L2;2;19:25;
L2;2;19:45;
L2;2;20:05;
L2;2;20:25;
L2;2;20:45;
L2;2;21:05;
L2;2;21:25;
L2;2;21:45;
L2;2;22:05;
L2;3;06:05;
L2;3;06:25;
L2;3;06:45;
L2;3;07:05;
L2;3;07:25;
L2;3;07:45;
L2;3;08:05;
L2;3;08:25;
L2;3;08:45;
L2;3;09:05;
L2;3;09:25;
L2;3;09:45;
L2;3;10:05;
L2;3;10:25;
L2;3;10:45;
L2;3;11:05;
L2;3;11:25;
L2;3;11:45;
L2;3;12:05;
L2;3;12:25;
L2;3;12:45;
L2;3;13:05;
L2;3;13:25;
L2;3;13:45;
L2;3;14:05;
L2;3;14:25;
L2;3;14:45;
L2;3;15:05;
L2;3;15:25;
L2;3;15:45;
L2;3;16:05;
L2;3;16:25;
L2;3;16:45;
L2;3;17:05;
L2;3;17:25;
L2;3;17:45;
L2;3;18:05;
L2;3;18:25;
L2;3;18:45;
L2;3;19:05;
L2;3;19:25;
L2;3;19:45;
L2;3;20:05;
L2;3;20:25;
L2;3;20:45;
L2;3;21:05;
L2;3;21:25;
L2;3;21:45;
L2;3;22:05;
L2;4;06:05;
L2;4;06:25;
L2;4;06:45;
L2;4;07:05;
L2;4;07:25;
L2;4;07:45;
L2;4;08:05;
L2;4;08:25;
L2;4;08:45;
L2;4;09:05;
L2;4;09:25;
L2;4;09:45;
L2;4;10:05;
L2;4;10:25;
L2;4;10:45;
L2;4;11:05;
L2;4;11:25;
L2;4;11:45;
L2;4;12:05;
L2;4;12:25;
L2;4;12:45;
L2;4;13:05;
L2;4;13:25;
L2;4;13:45;
L2;4;14:05;
L2;4;14:25;
L2;4;14:45;
L2;4;15:05;
L2;4;15:25;
L2;4;15:45;
L2;4;16:05;
L2;4;16:25;
L2;4;16:45;
L2;4;17:05;
L2;4;17:25;
L2;4;17:45;
L2;4;18:05;
L2;4;18:25;
L2;4;18:45;
L2;4;19:05;
L2;4;19:25;
L2;4;19:45;
L2;4;20:05;
L2;4;20:25;
L2;4;20:45;
L2;4;21:05;
L2;4;21:25;
L2;4;21:45;
L2;4;22:05;
L2;5;06:05;
L2;5;06:25;
L2;5;06:45;
L2;5;07:05;
L2;5;07:25;
L2;5;07:45;
L2;5;08:05;
L2;5;08:25;
L2;5;08:45;
L2;5;09:05;
L2;5;09:25;
L2;5;09:45;
L2;5;10:05;
L2;5;10:25;
L2;5;10:45;
L2;5;11:05;
L2;5;11:25;
L2;5;11:45;
L2;5;12:05;
L2;5;12:25;
L2;5;12:45;
L2;5;13:05;
L2;5;13:25;
L2;5;13:45;
L2;5;14:05;
L2;5;14:25;
L2;5;14:45;
L2;5;15:05;
L2;5;15:25;
L2;5;15:45;
L2;5;16:05;
L2;5;16:25;
L2;5;16:45;
L2;5;17:05;
L2;5;17:25;
L2;5;17:45;
L2;5;18:05;
L2;5;18:25;
L2;5;18:45;
L2;5;19:05;
L2;5;19:25;
L2;5;19:45;
L2;5;20:05;
L2;5;20:25;
L2;5;20:45;
L2;5;21:05;
L2;5;21:25;
L2;5;21:45;
L2;5;22:05;
L2;6;06:05;
L2;6;06:50;
L2;6;07:35;
L2;6;08:20;
L2;6;09:05;
L2;6;09:50;
L2;6;10:35;
L2;6;11:20;
L2;6;12:05;
L2;6;12:50;
L2;6;13:35;
L2;6;14:20;
L2;6;15:05;
L2;6;15:50;
L2;6;16:35;
L2;6;17:20;
L2;6;18:05;
L2;6;18:50;
L2;6;19:35;
L2;6;20:20;
L2;6;21:05;
L2;6;21:50;
L2;7;06:20;
L2;7;07:20;
L2;7;08:20;
L2;7;09:20;
L2;7;10:20;
L2;7;11:20;
L2;7;12:20;
L2;7;13:20;
L2;7;14:20;
L2;7;15:20;
L2;7;16:20;
L2;7;17:20;
L2;7;18:20;
L2;7;19:20;
L2;7;20:20;
L2;7;21:20;
L2;7;22:20;
L3;1;06:15;
L3;1;06:30;
L3;1;06:45;
L3;1;07:00;
L3;1;07:15;
L3;1;07:30;
L3;1;07:45;
L3;1;08:00;
L3;1;08:15;
L3;1;08:30;
L3;1;08:45;
L3;1;09:00;
L3;1;09:15;
L3;1;09:30;
L3;1;09:45;
L3;1;10:00;
L3;1;10:15;
L3;1;10:30;
L3;1;10:45;
L3;1;11:00;
L3;1;11:15;
L3;1;11:30;
L3;1;11:45;
L3;1;12:00;
L3;1;12:15;
L3;1;12:30;
L3;1;12:45;
L3;1;13:00;
L3;1;13:15;
L3;1;13:30;
L3;1;13:45;
L3;1;14:00;
L3;1;14:15;
L3;1;14:30;
L3;1;14:45;
L3;1;15:00;
L3;1;15:15;
L3;1;15:30;
L3;1;15:45;
L3;1;16:00;
L3;1;16:15;
L3;1;16:30;
L3;1;16:45;
L3;1;17:00;
L3;1;17:15;
L3;1;17:30;
L3;1;17:45;
L3;1;18:00;
L3;1;18:15;
L3;1;18:30;
L3;1;18:45;
L3;1;19:00;
L3;1;19:15;
L3;1;19:30;
L3;1;19:45;
L3;1;20:00;
L3;1;20:15;
L3;1;20:30;
L3;1;20:45;
L3;1;21:00;
L3;1;21:15;
L3;1;21:30;
L3;1;21:45;
L3;2;06:15;
L3;2;06:30;
L3;2;06:45;
L3;2;07:00;
L3;2;07:15;
L3;2;07:30;
L3;2;07:45;
L3;2;08:00;
L3;2;08:15;
L3;2;08:30;
L3;2;08:45;
L3;2;09:00;
L3;2;09:15;
L3;2;09:30;
L3;2;09:45;
L3;2;10:00;
L3;2;10:15;
L3;2;10:30;
L3;2;10:45;
L3;2;11:00;
L3;2;11:15;
L3;2;11:30;
L3;2;11:45;
L3;2;12:00;
L3;2;12:15;
L3;2;12:30;
L3;2;12:45;
L3;2;13:00;
L3;2;13:15;
L3;2;13:30;
L3;2;13:45;
L3;2;14:00;
L3;2;14:15;
L3;2;14:30;
L3;2;14:45;
L3;2;15:00;
L3;2;15:15;
L3;2;15:30;
L3;2;15:45;
L3;2;16:00;
L3;2;16:15;
L3;2;16:30;
L3;2;16:45;
L3;2;17:00;
L3;2;17:15;
L3;2;17:30;
L3;2;17:45;
L3;2;18:00;
L3;2;18:15;
L3;2;18:30;
L3;2;18:45;
L3;2;19:00;
L3;2;19:15;
L3;2;19:30;
L3;2;19:45;
L3;2;20:00;
L3;2;20:15;
L3;2;20:30;
L3;2;20:45;
L3;2;21:00;
L3;2;21:15;
L3;2;21:30;
L3;2;21:45;
L3;3;06:15;
L3;3;06:30;
L3;3;06:45;
L3;3;07:00;
L3;3;07:15;
L3;3;07:30;
L3;3;07:45;
L3;3;08:00;
L3;3;08:15;
L3;3;08:30;
L3;3;08:45;
L3;3;09:00;
L3;3;09:15;
L3;3;09:30;
L3;3;09:45;
L3;3;10:00;
L3;3;10:15;
L3;3;10:30;
L3;3;10:45;
L3;3;11:00;
L3;3;11:15;
L3;3;11:30;
L3;3;11:45;
L3;3;12:00;
L3;3;12:15;
L3;3;12:30;
L3;3;12:45;
L3;3;13:00;
L3;3;13:15;
L3;3;13:30;
L3;3;13:45;
L3;3;14:00;
L3;3;14:15;
L3;3;14:30;
L3;3;14:45;
L3;3;15:00;
L3;3;15:15;
L3;3;15:30;
L3;3;15:45;
L3;3;16:00;
L3;3;16:15;
L3;3;16:30;
L3;3;16:45;
L3;3;17:00;
L3;3;17:15;
L3;3;17:30;
L3;3;17:45;
L3;3;18:00;
L3;3;18:15;
L3;3;18:30;
L3;3;18:45;
L3;3;19:00;
L3;3;19:15;
L3;3;19:30;
L3;3;19:45;
L3;3;20:00;
L3;3;20:15;
L3;3;20:30;
L3;3;20:45;
L3;3;21:00;
L3;3;21:15;
L3;3;21:30;
L3;3;21:45;
L3;4;06:15;
L3;4;06:30;
